32334 ,	,+CLB
   1 isin	itêw+V+TA+Imp+Imm+2Sg+1SgO
   1 isicimêw	isicimêw+V+AI+Ind+3Sg
   1 isi-âcimostawâw	PV/isi+âcimostawêw+V+TA+Ind+X+3SgO
   1 isi-wîhtamaw	PV/isi+wîhtamawêw+V+TA+Imp+Imm+2Sg+3SgO
   1 isi-wîcêwêw	PV/isi+wîcêwêw+V+TA+Ind+3Sg+4Sg/PlO
   1 isi-wêpinêw	isi-wêpinêw+V+TA+Ind+3Sg+4Sg/PlO
   1 isi-wâpiw	PV/isi+wâpiw+V+AI+Ind+3Sg
   1 isi-wâpamêw	PV/isi+wâpamêw+V+TA+Ind+3Sg+4Sg/PlO
   1 isi-waniskâyiwa	PV/isi+waniskâw+V+AI+Ind+4Sg/Pl
   1 isi-tapasîwak	PV/isi+tapasîw+V+AI+Ind+3Pl
   1 isi-tapasîw	PV/isi+tapasîw+V+AI+Ind+3Sg
   1 isi-sâminêw	PV/isi+sâminêw+V+TA+Ind+3Sg+4Sg/PlO
   1 isi-pîkiskwêwina	isi-pîkiskwêwin+N+I+Pl
   1 isi-postayiwinisâniwiw	PV/isi+postayiwinisêw+V+AI+Ind+X
   1 isi-pimohtêw	PV/isi+pimohtêw+V+AI+Ind+3Sg
   1 isi-piciwân	isi-piciwân+?
   1 isi-nôtiniskwêwêwin	isi-nôtiniskwêwêwin+?
   1 isi-niyânaniyiwa	PV/isi+niyânaniwa+V+II+Ind+4Pl
   1 isi-nisitohtawêw	PV/isi+nisitohtawêw+V+TA+Ind+3Sg+4Sg/PlO
   1 isi-nayêhtâwan	PV/isi+nayêhtâwan+V+II+Ind+3Sg
   1 isi-miywêyihtamêk	isi-miywêyihtamêk+?
   1 isi-kîwêw	PV/isi+kîwêw+V+AI+Ind+3Sg
   1 isi-kîpipayihok	PV/isi+kîpipayihow+V+AI+Imp+Imm+2Pl
   1 isi-kêhtê-ayiwiyan[i	isi-kêhtê-ayiwiyan[i+?
   1 isi-kwâskohtiyiwa	PV/isi+kwâskohtiw+V+AI+Ind+4Sg/Pl
   1 isi-kwâsihik	PV/isi+kwâsihêw+V+TA+Ind+4Sg/Pl+3SgO
   1 isi-kwâhkonikwak	PV/isi+kwâhkonêw+V+TA+Ind+4Sg/Pl+3PlO
   1 isi-kinwês	isi-kinwês+?
   1 isi-kihcêkosîw	isi-kihcêkosîw+?
   1 isi-kaskihtâwak	PV/isi+kaskihtâw+V+TI+Ind+3Pl
   1 isi-kakwê-nipahât	isi-kakwê-nipahât+?
   1 isi-ayâw	isi-ayâw+V+AI+Ind+3Sg
   1 isay	isay+?
   1 is-îyinîsiwak	is-îyinîsiwak+?
   1 is-~	is-~+?
   1 into	into+?
   1 interest	interest+?
   1 instance	instance+?
   1 incense	incense+?
   1 imitates	imitates+?
   1 ihtâyani	ihtâw+V+AI+Fut+Cond+2Sg
   1 ihtâwak	ihtâw+V+AI+Ind+3Pl
   1 ihtâtwâwi	ihtâw+V+AI+Fut+Cond+3Pl
   1 ihtiw	ihtiw+V+AI+Ind+3Sg
   1 ihtasiyiwa	ihtasiwak+V+AI+Ind+4Sg/Pl
   1 ihtasitwâwi	ihtasiwak+V+AI+Fut+Cond+3Pl
   1 ihtakôwak	ihtakôwak+?
   1 ihtakoyiwa	ihtakow+V+AI+Ind+4Sg/Pl
   1 ihtakoniyiwa	ihtakon+V+II+Ind+4Pl
   1 ihtahtinwa	ihtahtinwa+?
   1 ih	ih+?
   1 ignore	ignore+?
   1 hô	hô+?
   1 hîhîyî	hîhîyî+?
   1 hîhî	hîhî+?
   1 hêyêy	hêyêy+?
   1 hêyahaw	hêyahaw+?
   1 hêq	hêq+?
   1 hêhê	hêhê+?
   1 hêhwah	hêhwah+?
   1 hêhe	hêhe+?
   1 hâêy	hâêy+?
   1 hâriy	hâriy+?
   1 hâg	hâg+?
   1 hyâ	hyâ+?
   1 hywww	hywww+?
   1 husband	husband+?
   1 hundred-dollar	hundred-dollar+?
   1 hundred	hundred+?
   1 however	however+?
   1 horses	horses+?
   1 home	home+?
   1 hmm	hmm+?
   1 hm-hm-hm	hm-hm-hm+?
   1 hm-hm	hm-hm+?
   1 him	him+?
   1 hill	hill+?
   1 hiheq	hiheq+?
   1 high-tops	high-tops+?
   1 hibernate	hibernate+?
   1 hhhrr	hhhrr+?
   1 he’s	he’s+?
   1 heq	heq+?
   1 hehe	hehe+?
   1 heh	heh+?
   1 heard	heard+?
   1 headache	headache+?
   1 he's	he's+?
   1 hc	hc+?
   1 hayâhây	hayâhây+?
   1 hayâ	hayâ+?
   1 hay-rack	hay-rack+?
   1 handles	handles+?
   1 hand	hand+?
   1 hall	hall+?
   1 half-sisters	half-sisters+?
   1 hair-pin	hair-pin+?
   1 hair	hair+?
   1 hahâ	hahâ+?
   1 hahwêh	hahwêh+?
   1 hahahêy	hahahêy+?
   1 guys	guys+?
   1 gunny-sacks	gunny-sacks+?
   1 gunny-sack	gunny-sack+?
   1 guess	guess+?
   1 guards	guards+?
   1 great-great-grandmother	great-great-grandmother+?
   1 granny	granny+?
   1 grandmother	grandmother+?
   1 granary	granary+?
   1 grade	grade+?
   1 gosh	gosh+?
   1 gopher	gopher+?
   1 goose	goose+?
   1 gonna	gonna+?
   1 goner	goner+?
   1 gone	gone+?
   1 gloss	gloss+?
   1 glory	glory+?
   1 glasses	glasses+?
   1 girl	girl+?
   1 gifted	gifted+?
   1 get	get+?
   1 gee	gee+?
   1 gay_gay_gay_gay	gay_gay_gay_gay+?
   1 gas	gas+?
   1 gallons	gallons+?
   1 funeral	funeral+?
   1 fruit	fruit+?
   1 friend	friend+?
   1 fridge	fridge+?
   1 frame	frame+?
   1 found	found+?
   1 forward	forward+?
   1 forty-nine	forty-nine+?
   1 forty-five	forty-five+?
   1 fork	fork+?
   1 forgot	forgot+?
   1 football	football+?
   1 foot	foot+?
   1 flour-sack	flour-sack+?
   1 flashlights	flashlights+?
   1 fish-plant	fish-plant+?
   1 find	find+?
   1 final	final+?
   1 fifty-three	fifty-three+?
   1 fifth-~	fifth-~+?
   1 farmers	farmers+?
   1 false	false+?
   1 fall	fall+?
   1 f	f+?
   1 eyes	eyes+?
   1 eye-doctor	eye-doctor+?
   1 eye-d	eye-d+?
   1 excuse	excuse+?
   1 exactly	exactly+?
   1 everywhere	everywhere+?
   1 everybody	everybody+?
   1 ev-~	ev-~+?
   1 enough	enough+?
   1 end	end+?
   1 enamel	enamel+?
   1 em	em+?
   1 else	else+?
   1 eleventh	eleventh+?
   1 eleven	eleven+?
   1 electricity	electricity+?
   1 electric	electric+?
   1 elastics	elastics+?
   1 eighty-nine	eighty-nine+?
   1 eighthundreds	eighthundreds+?
   1 eighth	eighth+?
   1 eighte╠n	eighte╠n+?
   1 eighteen-year-old	eighteen-year-old+?
   1 eight-footers	eight-footers+?
   1 ehehehêy	ehehehêy+?
   1 education	education+?
   1 educated	educated+?
   1 earrings	earrings+?
   1 earlier	earlier+?
   1 each	each+?
   1 dye	dye+?
   1 drugs	drugs+?
   1 drops	drops+?
   1 dried-apple	dried-apple+?
   1 dress	dress+?
   1 dream	dream+?
   1 down	down+?
   1 done	done+?
   1 doing	doing+?
   1 doctora	doctora+?
   1 dirt	dirt+?
   1 difficult	difficult+?
   1 difference	difference+?
   1 did	did+?
   1 diabetic	diabetic+?
   1 developed	developed+?
   1 designs	designs+?
   1 deep-freeze	deep-freeze+?
   1 deceased-Françoise	deceased-Françoise+?
   1 deceased-Dorothy	deceased-Dorothy+?
   1 dear	dear+?
   1 daughter	daughter+?
   1 date	date+?
   1 damp	damp+?
   1 dad	dad+?
   1 côfîl	côfîl+?
   1 cîsâwâtamok	cîsâwâtam+V+TI+Imp+Imm+2Pl
   1 cîsâwânis	cîsâwânis+N+I+Sg
   1 cîstâsêpon	cîstâsêpon+?
   1 cîstahikana	cîstahikan+N+I+Pl
   1 cîstahikan	cîstahikan+N+I+Sg
   1 cîskwa	cîskwa+?
   1 cîposcowiyâkanisîs	cîposcowiyâkanisîs+N+A+Sg
   1 cîmâna	cîmân+N+I+Pl
   1 cîkâskwahpitamwak	cîkâskwahpitam+V+TI+Ind+3Pl
   1 cîkiskîsik	cîkiskîsik+Ipc
   1 cîki-osîmimâw	cîki-osîmimâw+?
   1 cîkahwêw	cîkahwêw+V+TA+Ind+3Sg+4Sg/PlO
   1 cîkahikaniyiw	cîkahikaniyiw+?
   1 cîkahikan-pakamâkan	cîkahikan-pakamâkan+?
   1 cîhkêyimik	cîhkêyimêw+V+TA+Ind+4Sg/Pl+3SgO
   1 cîhkêyimik	cîhkêyimêw+V+TA+Imp+Imm+2Sg+3PlO
   1 cîhkêyihtamwak	cîhkêyihtam+V+TI+Ind+3Pl
   1 cîhkêyihtam	cîhkêyihtam+V+TI+Ind+3Sg
   1 cîhkêyihcam	cîhkêyihcam+?
   1 cîhkispakwan	cîhkispakwan+V+II+Ind+3Sg
   1 cêê	cêê+?
   1 cêyê	cêyê+?
   1 cêsipicikanihk	cêsipicikanihk+?
   1 cêsipicikana	cêsipicikana+?
   1 cêhkatahwâci	cêhkatahwâci+?
   1 cêhcapiwinisa	cêhcapiwinis+N+I+Pl
   1 câw	câw+Ipc
   1 câpês	câpês+?
   1 câpihcicikan	câpihcicikan+N+I+Sg
   1 câpakwânisa	câpakwânis+N+I+Pl
   1 câhcâhkayowa	câhcâhkayowa+?
   1 câhcakîwi-sâkahikanihk	câhcakîwi-sâkahikanihk+?
   1 câh-cîstinik	RdplS+cîstinêw+V+TA+Ind+4Sg/Pl+3SgO
   1 câh-cîkâhtaw	câh-cîkâhtaw+Ipc
   1 câh-cahkâkonêhamok	RdplS+cahkâkonêham+V+TI+Imp+Imm+2Pl
   1 cwâciy	cwâciy+?
   1 css	css+?
   1 crochet	crochet+?
   1 cream	cream+?
   1 crazy	crazy+?
   1 cranberries	cranberries+?
   1 coyotes	coyotes+?
   1 cousins	cousins+?
   1 cousin	cousin+?
   1 couldn't	couldn't+?
   1 cotton	cotton+?
   1 cords	cords+?
   1 cord	cord+?
   1 copper	copper+?
   1 cook-stove	cook-stove+?
   1 continuous	continuous+?
   1 computer	computer+?
   1 completed	completed+?
   1 comes	comes+?
   1 come	come+?
   1 collection	collection+?
   1 cold	cold+?
   1 coffee	coffee+?
   1 cloud	cloud+?
   1 cloth	cloth+?
   1 close	close+?
   1 ciyêkwac	ciyêkwac+Ipc
   1 ciwayân	ciwayân+?
   1 city	city+?
   1 cita-ôh-sâkiskwêw	cita-ôh-sâkiskwêw+?
   1 cita-ôh-miyo-nipahtât	cita-ôh-miyo-nipahtât+?
   1 cita-âpacihtât	cita-âpacihtât+?
   1 cita-otâsiyit	cita-otâsiyit+?
   1 cita-otakohpit	cita-otakohpit+?
   1 cita-itâmoyin	cita-itâmoyin+?
   1 cita-isinâkosiw	cita-isinâkosiw+?
   1 cita-ayâwêwak	cita-ayâwêwak+?
   1 cistêmâwak	cistêmâw+N+A+Pl
   1 cistêmaw	cistêmaw+?
   1 cipwân	cipwân+?
   1 cipisîsak	cipisîs+N+A+Pl
   1 cipahamâcowi-paskwâs	cipahamâcowi-paskwâs+N+I+Sg
   1 cimisisiw	cimisisiw+V+AI+Ind+3Sg
   1 cimikwayâs	cimikwayâs+N+A+Sg
   1 cimatêwêpinam	cimatêwêpinam+?
   1 cimatêwa	cimatêw+V+II+Ind+3Pl
   1 cimatâwak	cimatâw+V+TI+Ind+3Pl
   1 cimatwâtotân	cimatwâtotân+?
   1 cimasoyiwa	cimasow+V+AI+Ind+4Sg/Pl
   1 cimasiw	cimasiw+?
   1 cimahêwak	cimahêw+V+TA+Ind+3Pl+4Sg/PlO
   1 cimacês	cimacês+N+I+Sg
   1 cimaci-~	cimaci-~+?
   1 cikinisa	cikinisa+?
   1 cikahkwêwêpahwêw	cikahkwêwêpahwêw+?
   1 cikahkwêwêpahok	cikahkwêwêpahok+?
   1 cikahkwêw	cikahkwêw+V+AI+Ind+3Sg
   1 cikahkwâna	cikahkwân+N+I+Pl
   1 cikahkwân	cikahkwân+N+A+Sg
   1 ci-ta-âpacihtâyin	ci-ta-âpacihtâyin+?
   1 chorus	chorus+?
   1 chickens	chickens+?
   1 chest	chest+?
   1 cheques	cheques+?
   1 changed	changed+?
   1 chalk	chalk+?
   1 ceiling	ceiling+?
   1 cawâsiw	cawâsiw+?
   1 cause	cause+?
   1 catholic	catholic+?
   1 cathedrals	cathedrals+?
   1 catalogue	catalogue+?
   1 castle	castle+?
   1 cars	cars+?
   1 carpets	carpets+?
   1 carpentry	carpentry+?
   1 care	care+?
   1 cards	cards+?
   1 capsolin	capsolin+?
   1 capasîs	capasîs+Ipc
   1 camphorated	camphorated+?
   1 calendar	calendar+?
   1 cake	cake+?
   1 cakahkipêw-âyâsiwak	cakahkipêw-âyâsiwak+?
   1 cahkâpahwêw	cahkâpahwêw+V+TA+Ind+3Sg+4Sg/PlO
   1 cahkastêhok	cahkastêhwêw+V+TA+Ind+4Sg/Pl+3SgO
   1 cahcakiwa	cahcakiwa+?
   1 cahcak	cahcak+?
   1 cahcahkâyôwa	cahcahkâyôwa+?
   1 cahcahkayow	cahcahkayow+?
   1 cacêmâsinwa	cacêmâsinwa+?
   1 cacêmapicîs	cacêmapicîs+?
   1 caciwâsin	caciwâsin+?
   1 ca-cîkahikêw	RdplW+cîkahikêw+V+AI+Ind+3Sg
   1 ca-cahkasinahikâsôw	ca-cahkasinahikâsôw+?
   1 c	c+?
   1 bushel	bushel+?
   1 bullet-proof	bullet-proof+?
   1 built	built+?
   1 buffalo-trails	buffalo-trails+?
   1 bu-~	bu-~+?
   1 brush	brush+?
   1 brrr	brrr+?
   1 brown	brown+?
   1 brother's	brother's+?
   1 bright	bright+?
   1 breaking	breaking+?
   1 bread	bread+?
   1 brassiere	brassiere+?
   1 branches	branches+?
   1 boys	boys+?
   1 box-cars	box-cars+?
   1 bothering	bothering+?
   1 born	born+?
   1 books	books+?
   1 bones	bones+?
   1 bologna	bologna+?
   1 boiled	boiled+?
   1 body	body+?
   1 bobby-pin	bobby-pin+?
   1 boards	boards+?
   1 boarding-school	boarding-school+?
   1 blueberries	blueberries+?
   1 birch-basket	birch-basket+?
   1 bingo	bingo+?
   1 bill	bill+?
   1 bigger	bigger+?
   1 big-building	big-building+?
   1 beside	beside+?
   1 belt	belt+?
   1 believe	believe+?
   1 beginning	beginning+?
   1 beer	beer+?
   1 bear	bear+?
   1 beans	beans+?
   1 bathe	bathe+?
   1 bars	bars+?
   1 bannock	bannock+?
   1 ban	ban+?
   1 bakery	bakery+?
   1 baby-sitters	baby-sitters+?
   1 baby	baby+?
   1 ayôwinis	ayôwinis+?
   1 ayîtê	ayîtê+?
   1 ayîsiyinîwiwak	ayîsiyinîwiwak+?
   1 ayîsiyiniwi-mistikwân	ayîsiyiniwi-mistikwân+?
   1 ayîsisiniyiwa	ayîsisiniyiwa+?
   1 ayîkisak	ayîkis+N+A+Pl
   1 ayêê	ayêê+?
   1 ayêhkwêsisa	ayêhkwêsis+N+A+Obv
   1 ayê	ayê+Ipc
   1 ayâyini	ayâyini+?
   1 ayâyiki	ayâw+V+II+Fut+Cond+4Sg
   1 ayâyani	ayâw+V+AI+Fut+Cond+2Sg
   1 ayâwihkok	ayâwêw+V+TA+Imp+Imm+2Pl+3PlO
   1 ayâw	ayâwêw+V+TA+Imp+Imm+2Sg+3SgO
   1 ayâtâk	ayâtâk+?
   1 ayâtokênik	ayâtokênik+?
   1 ayâpisîs	ayâpisîs+?
   1 ayâk	ayâwêw+V+TA+Ind+4Sg/Pl+3SgO
   1 aywêpi	aywêpiw+V+AI+Imp+Imm+2Sg
   1 ayrîna	ayrîna+?
   1 ayrîn	ayrîn+?
   1 ayiwêpiw	ayiwêpiw+?
   1 ayiwêpitân	ayiwêpitân+?
   1 ayiwâkêyimêwak	ayiwâkêyimêw+V+TA+Ind+3Pl+4Sg/PlO
   1 ayiwâkêsîs	ayiwâkêsîs+Ipc
   1 ayiwâkipayiw	ayiwâkipayiw+V+AI+Ind+3Sg
   1 ayiwinisisihk	ayiwinisis+N+I+Loc
   1 ayitâpîhkan	ayitâpîhkan+?
   1 ayisiyinîsisak	ayisiyinîsis+N+A+Pl
   1 ayisiyinîhkânak	ayisiyinîhkân+N+A+Pl
   1 ayisiyiniwiwin	ayisiyiniwiwin+?
   1 ayisiyiniw[a	ayisiyiniw[a+?
   1 ayis-~	ayis-~+?
   1 ayis	ayi+N+I+Der/Dim+ayi+N+I+Sg
   1 ayinânêwosâp-askiy	ayinânêwosâp-askiy+Ipc
   1 ayinânêwi-mitanaw	ayinânêwi-mitanaw+?
   1 ayinânêw-askiy	ayinânêw-askiy+?
   1 ayinanêw	ayinanêw+?
   1 ayimihâwin	ayimihâwin+?
   1 ayihtahk	ayihtahk+?
   1 ayicîminak	ayicîminak+?
   1 ayapîsa	ayapîs+N+A+Obv
   1 ayapiya	ayapiy+N+A+Obv
   1 ayapiy	ayapiy+N+A+Sg
   1 ayamihêwiyiniwa	ayamihêwiyiniw+N+A+Obv
   1 ayamihêwiskwêw	ayamihêwiskwêw+N+A+Sg
   1 ayamihêwi-tâpiskâkan	ayamihêwi-tâpiskâkan+N+I+Sg
   1 ayamihêwi-saskamon	ayamihêwi-saskamon+N+I+Sg
   1 ayamihêw-iyiniwak	ayamihêw-iyiniwak+?
   1 ayamihêmina	ayamihêmina+N+I+Pl
   1 ayamihâyêko	ayamihâw+V+AI+Fut+Cond+2Pl
   1 ayamihâniwiw	ayamihâw+V+AI+Ind+X
   1 ayamihâk	ayamihâw+V+AI+Imp+Imm+2Pl
   1 ayamihâhkan	ayamihâw+V+AI+Imp+Del+2Sg
   1 ayamihtâw	ayamihtâw+V+TI+Ind+3Sg
   1 ayamihcikêwina	ayamihcikêwin+N+I+Pl
   1 ayahikâkana	ayahikâkan+N+I+Pl
   1 ayahciyinînâhk	ayahciyinînâhk+Ipc
   1 ay[i	ay[i+?
   1 ay-âtotahki	RdplW+âtotam+V+TI+Fut+Cond+3Sg
   1 ay-âtawêyimêw	RdplW+âtawêyimêw+V+TA+Ind+3Sg+4Sg/PlO
   1 ay-âskaw[i	ay-âskaw[i+?
   1 ay-âsawi-kakêskimâyahkwâwi	RdplW+PV/asawi+kakêskimêw+V+TA+Fut+Cond+12Pl+3PlO
   1 ay-âpasâpiw	RdplW+âpasâpiw+V+AI+Ind+3Sg
   1 ay-âkwaskiskâk	RdplW+âkwaskiskawêw+V+TA+Ind+4Sg/Pl+3SgO
   1 ay-âcimôwak	ay-âcimôwak+?
   1 ay-âcimôw	ay-âcimôw+?
   1 ay-âcimowak	RdplW+âcimow+V+AI+Ind+3Pl
   1 ay-~	ay-~+?
   1 ay-itêyihtam	RdplW+itêyihtam+V+TI+Ind+3Sg
   1 ay-itwêw	ay-itwêw+V+AI+Ind+3Sg
   1 ay-itahkamikisiw	RdplW+itahkamikisiw+V+AI+Ind+3Sg
   1 ay-iskwastamwak	RdplW+iskwastam+V+TI+Ind+3Pl
   1 ay-iskonamawêw	RdplW+iskonamawêw+V+TA+Ind+3Sg+4Sg/PlO
   1 ay-isihtitâw	RdplW+isihtitâw+V+TI+Ind+3Sg
   1 ay-isi-sipwêhtêwak	RdplW+PV/isi+sipwêhtêw+V+AI+Ind+3Pl
   1 ay-ihtâw	RdplW+ihtâw+V+AI+Ind+3Sg
   1 ay-ihtakonwa	RdplW+ihtakon+V+II+Ind+3Pl
   1 ay-ayâyiwa	RdplW+ayâw+V+AI+Ind+4Sg/Pl
   1 ay-awasôw	ay-awasôw+?
   1 ay-ati-wâpahtam	RdplW+PV/ati+wâpahtam+V+TI+Ind+3Sg
   1 ay-askôwêw	ay-askôwêw+?
   1 ay-asawâpiwak	RdplW+asawâpiw+V+AI+Ind+3Pl
   1 ay-akosîwak	RdplW+akosîw+V+AI+Ind+3Pl
   1 awînik	awînik+?
   1 awînihi	?+Qst
   1 awêniki	awêniki+?
   1 awâska-mâmitonêyihcikan	awâska-mâmitonêyihcikan+?
   1 awâsisîwiw	awâsisîwiw+V+AI+Ind+3Sg
   1 awâsisîhkâna	awâsisîhkâna+?
   1 awâsisîhkân[a	awâsisîhkân[a+?
   1 awiyiw[a	awiyiw[a+?
   1 awiyakak	awiyak+Pron+Indef+A+Pl
   1 awitê	awitê+?
   1 awihâwak	awihêw+V+TA+Ind+X+3PlO
   1 awatêw	awatêw+?
   1 awatâw	awatâw+?
   1 awasêwêyini	awasêwêyini+?
   1 awaswâkan	awaswâkan+N+A+Sg
   1 awasowi-kotawânâpiskohk	awasowi-kotawânâpisk+N+A+Loc
   1 awasitik	awasitik+Ipc
   1 awasita	awasita+Ipc
   1 awasimê	awasimê+Ipc
   1 awasi-piponohk	awasi-piponohk+Ipc
   1 awasi-nîpinohk	awasi-nîpinohk+Ipc
   1 awas-âyihk	awas-âyihk+?
   1 awahkânisak	awahkân+N+A+Der/Dim+awahkân+N+A+Pl
   1 aw-~	aw-~+?
   1 atôspowinâhtikohk	atôspowinâhtikohk+?
   1 atâwêwak	atâwêw+V+AI+Ind+3Pl
   1 atâwêkamikohk	atâwêkamik+N+I+Loc
   1 atâwêkamik	atâwêkamik+N+I+Sg
   1 atâmêw	atâmêw+V+TA+Ind+3Sg+4Sg/PlO
   1 atâmipêk	atâmipêk+Ipc
   1 atâhkwak	atâhk+N+A+Pl
   1 atâhk-akohp	atâhk-akohp+?
   1 atotâw	atotêw+V+TA+Ind+X+3SgO
   1 atoskêyiwa	atoskêw+V+AI+Ind+4Sg/Pl
   1 atoskêyani	atoskêw+V+AI+Fut+Cond+2Sg
   1 atoskâtêw	atoskâtêw+V+TA+Ind+3Sg+4Sg/PlO
   1 atoskâtamwak	atoskâtam+V+TI+Ind+3Pl
   1 atoskawêwak	atoskawêw+V+TA+Ind+3Pl+4Sg/PlO
   1 atoskawin	atoskawêw+V+TA+Imp+Imm+2Sg+1SgO
   1 atoskahâkanak	atoskahâkan+N+A+Pl
   1 atohoci	atohow+V+AI+Fut+Cond+3Sg
   1 atimêwak	atimêw+V+TA+Ind+3Pl+4Sg/PlO
   1 atimotâpânêyâpiya	atimotâpânêyâpiya+N+I+Pl
   1 atimo-mêya	atimo-mêya+?
   1 atimik	atimêw+V+TA+Ind+4Sg/Pl+3SgO
   1 atimihci	atimêw+V+TA+Fut+Cond+X+3SgO
   1 atimapiyiwa	atimapiw+V+AI+Ind+4Sg/Pl
   1 atihkwasiniya	atihkwasiniy+N+A+Obv
   1 atihkamêkwa	atihkamêk+N+A+Obv
   1 ati-âyimaniyiwa	PV/ati+âyiman+V+II+Ind+4Pl
   1 ati-âh-âhtapiw	PV/ati+RdplS+âhtapiw+V+AI+Ind+3Sg
   1 ati-âh-astêw	PV/ati+RdplS+astêw+V+II+Ind+3Sg
   1 ati-wîcêwêw	PV/ati+wîcêwêw+V+TA+Ind+3Sg+4Sg/PlO
   1 ati-wêpinik	PV/ati+wêpinêw+V+TA+Ind+4Sg/Pl+3SgO
   1 ati-wêpinam	PV/ati+wêpinam+V+TI+Ind+3Sg
   1 ati-wiyawîtim-âyihk	ati-wiyawîtim-âyihk+?
   1 ati-wayawîwak	PV/ati+wayawîw+V+AI+Ind+3Pl
   1 ati-wa-wîhtamawêw	PV/ati+RdplW+wîhtamawêw+V+TA+Ind+3Sg+4Sg/PlO
   1 ati-wa-wâpaniyiw	PV/ati+RdplW+wâpan+V+II+Ind+4Sg
   1 ati-tâh-têhci-tahkoskêw	PV/ati+RdplS+PV/tehci+tahkoskêw+V+AI+Ind+3Sg
   1 ati-tihkisoyiwa	PV/ati+tihkisow+V+AI+Ind+4Sg/Pl
   1 ati-takwastêwa	PV/ati+takwastêw+V+II+Ind+3Pl
   1 ati-takohtêwak	PV/ati+takohtêw+V+AI+Ind+3Pl
   1 ati-tahkamêw	PV/ati+tahkamêw+V+TA+Ind+3Sg+4Sg/PlO
   1 ati-sîkônêsiniyiwa	ati-sîkônêsiniyiwa+?
   1 ati-sêskipayiyiwa	PV/ati+sêskipayiw+V+AI+Ind+4Sg/Pl
   1 ati-sêmâk-wîcihiwêwak	ati-sêmâk-wîcihiwêwak+?
   1 ati-sâkaskinêci	PV/ati+sâkaskinêw+V+AI+Fut+Cond+3Sg
   1 ati-sipwêpayiyiwa	PV/ati+sipwêpayiw+V+AI+Ind+4Sg/Pl
   1 ati-sipwêpahtâw	PV/ati+sipwêpahtâw+V+AI+Ind+3Sg
   1 ati-sasîtopayiw	ati-sasîtopayiw+?
   1 ati-sakâw	PV/ati+sakâw+V+II+Ind+3Sg
   1 ati-sa-sipwêhtêw	PV/ati+RdplW+sipwêhtêw+V+AI+Ind+3Sg
   1 ati-pônahk	ati-pônahk+?
   1 ati-pîkopayin	PV/ati+pîkopayin+V+II+Ind+3Sg
   1 ati-pîhtokêci	PV/ati+pîhtokêw+V+AI+Fut+Cond+3Sg
   1 ati-pâh-pîkiskwê	PV/ati+RdplS+pîkiskwêw+V+AI+Imp+Imm+2Sg
   1 ati-pimohtêyiwa	PV/ati+pimohtêw+V+AI+Ind+4Sg/Pl
   1 ati-pimohtê	PV/ati+pimohtêw+V+AI+Imp+Imm+2Sg
   1 ati-pimitâcimôw	ati-pimitâcimôw+?
   1 ati-pimitisahwêw	ati-pimitisahwêw+?
   1 ati-pimipayiw	PV/ati+pimipayiw+V+AI+Ind+3Sg
   1 ati-pimihâw	PV/ati+pimihâw+V+AI+Ind+3Sg
   1 ati-paskêpayitâk	ati-paskêpayitâk+?
   1 ati-pasikô	PV/ati+pasikôw+V+AI+Imp+Imm+2Sg
   1 ati-paminawasôw	ati-paminawasôw+?
   1 ati-pa-paskopitêw	PV/ati+RdplW+paskopitêw+V+TA+Ind+3Sg+4Sg/PlO
   1 ati-otinêyiwa	PV/ati+otinêw+V+TA+Ind+4Sg/Pl+5Sg/PlO
   1 ati-otinêwak	PV/ati+otinêw+V+TA+Ind+3Pl+4Sg/PlO
   1 ati-nôkwan	PV/ati+nôkwan+V+II+Ind+3Sg
   1 ati-nîhtakocin	PV/ati+nîhtakocin+V+AI+Ind+3Sg
   1 ati-nîhtaciwêwak	PV/ati+nîhtaciwêw+V+AI+Ind+3Pl
   1 ati-nisitohtamwak	PV/ati+nisitohtam+V+TI+Ind+3Pl
   1 ati-nakayâskawâw	PV/ati+nakayâskawêw+V+TA+Ind+X+3SgO
   1 ati-mêscipayin	PV/ati+mêscipayin+V+II+Ind+3Sg
   1 ati-mâtôw	ati-mâtôw+?
   1 ati-mâtâhêw	PV/ati+mâtâhêw+V+TA+Ind+3Sg+4Sg/PlO
   1 ati-mâh-mâcîw	PV/ati+RdplS+mâcîw+V+AI+Ind+3Sg
   1 ati-mâh-mostâskosamâk	ati-mâh-mostâskosamâk+?
   1 ati-mâh-mihkowâkonakâyiw	PV/ati+RdplS+mihkowâkonakâw+V+II+Ind+4Sg
   1 ati-miyâskawêw	PV/ati+miyâskawêw+V+TA+Ind+3Sg+4Sg/PlO
   1 ati-miywamahcihôw	ati-miywamahcihôw+?
   1 ati-miyw-âyâw	ati-miyw-âyâw+V+AI+Ind+3Sg
   1 ati-miyoskamiki	PV/ati+miyoskamin+V+II+Fut+Cond+3Sg
   1 ati-mitihtêw	PV/ati+mitihtêw+V+TA+Ind+3Sg+4Sg/PlO
   1 ati-misponiyiw	PV/ati+mispon+V+II+Ind+4Sg
   1 ati-miskawâhtâwak	ati-miskawâhtâwak+?
   1 ati-misi-wanâcihêwak	ati-misi-wanâcihêwak+?
   1 ati-mihcêtiyiwa	PV/ati+mihcêtiwak+V+AI+Ind+4Sg/Pl
   1 ati-miciminêw	PV/ati+miciminêw+V+TA+Ind+3Sg+4Sg/PlO
   1 ati-kîwêyiwa	PV/ati+kîwêw+V+AI+Ind+4Sg/Pl
